Player: 15, Hour: "2025-03-17 23:54:04.052094", Sound:18.94952326284017, IDGame:1, IDSound:0
Player:15, Marsami:13, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:215
Player:15, Marsami:5, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:216
Player: 15, Hour: "2025-03-17 23:57:04.369803", Sound:20.37656966681446, IDGame:1, IDSound:54
Player: 15, Hour: "2025-03-17 23:57:05.468142", Sound:20.478213653581676, IDGame:1, IDSound:55
Player:15, Marsami:10, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:217
Player:15, Marsami:14, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:218
Player: 15, Hour: "2025-03-17 23:57:06.543936", Sound:20.35708783073124, IDGame:1, IDSound:56
Player:15, Marsami:23, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:219
Player:15, Marsami:4, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:220
Player:15, Marsami:30, RoomOrigin:1, RoomDestiny: 3, Status:1, IDGame:1, IDSound:221
Player:15, Marsami:25, RoomOrigin:9, RoomDestiny: 7, Status:1, IDGame:1, IDSound:222
Player: 15, Hour: "2025-03-17 23:57:07.608865", Sound:20.58, IDGame:1, IDSound:57
Player: 15, Hour: "2025-03-17 23:57:08.684848", Sound:20.66, IDGame:1, IDSound:58
Player:15, Marsami:18, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:223
Player:15, Marsami:7, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:224
Player:15, Marsami:7, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:225
Player:15, Marsami:2, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:226
Player: 15, Hour: "2025-03-17 23:57:09.750164", Sound:20.74, IDGame:1, IDSound:59
Player:15, Marsami:30, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:227
Player:15, Marsami:16, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:228
Player:15, Marsami:18, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:229
Player:15, Marsami:2, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:230
Player:15, Marsami:8, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:231
Player: 15, Hour: "2025-03-17 23:57:10.815836", Sound:20.857502834426143, IDGame:1, IDSound:60
Player:15, Marsami:19, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:232
Player:15, Marsami:18, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:233
Player:15, Marsami:25, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:234
Player: 15, Hour: "2025-03-17 23:57:11.884375", Sound:20.88, IDGame:1, IDSound:61
Player:15, Marsami:22, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:235
Player:15, Marsami:25, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:236
Player:15, Marsami:6, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:237
Player: 15, Hour: "2025-03-17 23:57:12.958828", Sound:20.80851463784526, IDGame:1, IDSound:62
Player:15, Marsami:21, RoomOrigin:1, RoomDestiny: 3, Status:1, IDGame:1, IDSound:238
Player:15, Marsami:18, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:239
Player:15, Marsami:8, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:240
Player:15, Marsami:14, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:241
Player:15, Marsami:4, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:242
Player: 15, Hour: "2025-03-17 23:57:14.030747", Sound:21.05105838593353, IDGame:1, IDSound:63
Player:15, Marsami:4, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:243
Player:15, Marsami:4, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:244
Player:15, Marsami:25, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:245
Player: 15, Hour: "2025-03-17 23:57:15.088432", Sound:21.217327281352578, IDGame:1, IDSound:64
Player:15, Marsami:22, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:246
Player:15, Marsami:7, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:247
Player:15, Marsami:15, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:248
Player:15, Marsami:8, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:249
Player: 15, Hour: "2025-03-17 23:57:16.197197", Sound:21.08075195395865, IDGame:1, IDSound:65
Player:15, Marsami:25, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:250
Player:15, Marsami:15, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:251
Player:15, Marsami:10, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:252
Player:15, Marsami:19, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:253
Player: 15, Hour: "2025-03-17 23:57:17.261978", Sound:21.32028014865488, IDGame:1, IDSound:66
Player:15, Marsami:27, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:254
Player:15, Marsami:9, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:255
Player:15, Marsami:9, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:256
Player: 15, Hour: "2025-03-17 23:57:18.322862", Sound:21.32, IDGame:1, IDSound:67
Player:15, Marsami:5, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:257
Player:15, Marsami:24, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:258
Player:15, Marsami:15, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:259
Player:15, Marsami:6, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:260
Player: 15, Hour: "2025-03-17 23:57:19.387666", Sound:21.4, IDGame:1, IDSound:68
Player:15, Marsami:18, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:261
Player:15, Marsami:5, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:262
Player:15, Marsami:3, RoomOrigin:6, RoomDestiny: 8, Status:1, IDGame:1, IDSound:263
Player: 15, Hour: "2025-03-17 23:57:20.495472", Sound:21.497134930472708, IDGame:1, IDSound:69
Player:15, Marsami:26, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:264
Player:15, Marsami:10, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:265
Player:15, Marsami:15, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:266
Player:15, Marsami:3, RoomOrigin:8, RoomDestiny: 10, Status:1, IDGame:1, IDSound:267
Player: 15, Hour: "2025-03-17 23:57:21.561011", Sound: '99.9', IDGame:1, IDSound:70
Player: 15, Hour: "2025-03-17 23:57:22.769044", Sound:21.56, IDGame:1, IDSound:71
Player:15, Marsami:1, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:268
Player:15, Marsami:9, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:269
Player:15, Marsami:9, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:270
Player:15, Marsami:14, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:271
Player:15, Marsami:14, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:272
Player:15, Marsami:11, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:273
Player:15, Marsami:11, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:274
Player:15, Marsami:6, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:275
Player:15, Marsami:6, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:276
Player:15, Marsami:25, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:277
Player:15, Marsami:25, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:278
Player:15, Marsami:15, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:279
Player:15, Marsami:15, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:280
Player:15, Marsami:2, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:281
Player:15, Marsami:2, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:282
Player:15, Marsami:3, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:283
Player:15, Marsami:3, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:284
Player:15, Marsami:30, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:285
Player:15, Marsami:30, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:286
Player:15, Marsami:17, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:287
Player:15, Marsami:17, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:288
Player:15, Marsami:26, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:289
Player:15, Marsami:26, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:290
Player:15, Marsami:8, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:291
Player:15, Marsami:8, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:292
Player:15, Marsami:16, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:293
Player:15, Marsami:16, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:294
Player:15, Marsami:19, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:295
Player:15, Marsami:19, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:296
Player:15, Marsami:18, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:297
Player:15, Marsami:18, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:298
Player:15, Marsami:23, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:299
Player:15, Marsami:23, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:300
Player:15, Marsami:5, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:301
Player:15, Marsami:5, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:302
Player:15, Marsami:7, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:303
Player:15, Marsami:7, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:304
Player:15, Marsami:21, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:305
Player:15, Marsami:21, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:306
Player:15, Marsami:12, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:307
Player:15, Marsami:12, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:308
Player:15, Marsami:10, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:309
Player:15, Marsami:10, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:310
Player:15, Marsami:13, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:311
Player:15, Marsami:13, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:312
Player:15, Marsami:20, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:313
Player:15, Marsami:20, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:314
Player:15, Marsami:28, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:315
Player:15, Marsami:28, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:316
Player:15, Marsami:29, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:317
Player:15, Marsami:29, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:318
Player:15, Marsami:27, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:319
Player:15, Marsami:27, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:320
Player:15, Marsami:24, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:321
Player:15, Marsami:24, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:322
Player:15, Marsami:4, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:323
Player:15, Marsami:4, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:324
Player:15, Marsami:22, RoomOrigin:0, RoomDestiny: 0, Status:2, IDGame:1, IDSound:325
Player:15, Marsami:22, RoomOrigin:0, RoomDestiny: 0, Status:0, IDGame:1, IDSound:326
Player:15, Marsami:15, RoomOrigin:1, RoomDestiny: 2, Status:1, IDGame:1, IDSound:327
Player:15, Marsami:18, RoomOrigin:8, RoomDestiny: 9, Status:1, IDGame:1, IDSound:328
Player:15, Marsami:10, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:329
Player:15, Marsami:26, RoomOrigin:9, RoomDestiny: 7, Status:1, IDGame:1, IDSound:330
Player:15, Marsami:23, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:331
Player: 15, Hour: "2025-03-17 23:59:39.002059", Sound:19.212642318140315, IDGame:1, IDSound:72
Player:15, Marsami:25, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:332
Player:15, Marsami:3, RoomOrigin:9, RoomDestiny: 7, Status:1, IDGame:1, IDSound:333
Player:15, Marsami:17, RoomOrigin:6, RoomDestiny: 8, Status:1, IDGame:1, IDSound:334
Player:15, Marsami:17, RoomOrigin:8, RoomDestiny: 10, Status:1, IDGame:1, IDSound:335
Player:15, Marsami:4, RoomOrigin:8, RoomDestiny: 10, Status:1, IDGame:1, IDSound:336
Player: 15, Hour: "2025-03-17 23:59:40.086445", Sound:19.14531456060336, IDGame:1, IDSound:73
Player:15, Marsami:28, RoomOrigin:1, RoomDestiny: 2, Status:1, IDGame:1, IDSound:337
Player:15, Marsami:26, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:338
Player:15, Marsami:21, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:339
Player: 15, Hour: "2025-03-17 23:59:41.160046", Sound:19.2, IDGame:1, IDSound:74
Player:15, Marsami:6, RoomOrigin:1, RoomDestiny: 2, Status:1, IDGame:1, IDSound:340
Player:15, Marsami:26, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:341
Player:15, Marsami:16, RoomOrigin:10, RoomDestiny: 1, Status:1, IDGame:1, IDSound:342
Player:15, Marsami:1, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:343
Player:15, Marsami:11, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:344
Player: 15, Hour: "2025-03-17 23:59:42.227149", Sound:19.408900555158606, IDGame:1, IDSound:75
Player:15, Marsami:19, RoomOrigin:6, RoomDestiny: 8, Status:1, IDGame:1, IDSound:345
Player:15, Marsami:17, RoomOrigin:10, RoomDestiny: 1, Status:1, IDGame:1, IDSound:346
Player:15, Marsami:8, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:347
Player: 15, Hour: "2025-03-17 23:59:43.293482", Sound:19.169643987232934, IDGame:1, IDSound:76
Player:15, Marsami:5, RoomOrigin:6, RoomDestiny: 8, Status:1, IDGame:1, IDSound:348
Player:15, Marsami:15, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:349
Player:15, Marsami:2, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:350
Player:15, Marsami:26, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:351
Player: 15, Hour: "2025-03-17 23:59:44.353347", Sound:19.42, IDGame:1, IDSound:77
Player:15, Marsami:21, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:352
Player:15, Marsami:2, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:353
Player:15, Marsami:4, RoomOrigin:10, RoomDestiny: 1, Status:1, IDGame:1, IDSound:354
Player: 15, Hour: "2025-03-17 23:59:45.422783", Sound:19.449568240781353, IDGame:1, IDSound:78
Player:15, Marsami:5, RoomOrigin:8, RoomDestiny: 9, Status:1, IDGame:1, IDSound:355
Player:15, Marsami:8, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:356
Player:15, Marsami:11, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:357
Player:15, Marsami:1, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:358
Player: 15, Hour: "2025-03-17 23:59:46.490314", Sound:19.495954092871123, IDGame:1, IDSound:79
Player:15, Marsami:1, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:359
Player:15, Marsami:20, RoomOrigin:6, RoomDestiny: 8, Status:1, IDGame:1, IDSound:360
Player:15, Marsami:30, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:361
Player:15, Marsami:8, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:362
Player:15, Marsami:8, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:363
Player: 15, Hour: "2025-03-17 23:59:47.578141", Sound:19.736741952648995, IDGame:1, IDSound:80
Player:15, Marsami:1, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:364
Player:15, Marsami:8, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:365
Player:15, Marsami:27, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:366
Player:15, Marsami:6, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:367
Player: 15, Hour: "2025-03-17 23:59:49.029847", Sound:19.74, IDGame:1, IDSound:81
Player:15, Marsami:28, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:368
Player:15, Marsami:30, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:369
Player:15, Marsami:29, RoomOrigin:10, RoomDestiny: 1, Status:1, IDGame:1, IDSound:370
Player:15, Marsami:22, RoomOrigin:8, RoomDestiny: 10, Status:1, IDGame:1, IDSound:371
Player: 15, Hour: "2025-03-17 23:59:50.097686", Sound:19.82, IDGame:1, IDSound:82
Player:15, Marsami:1, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:372
Player:15, Marsami:8, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:373
Player:15, Marsami:2, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:374
Player: 15, Hour: "2025-03-17 23:59:51.162372", Sound:19.9, IDGame:1, IDSound:83
Player:15, Marsami:24, RoomOrigin:1, RoomDestiny: 3, Status:1, IDGame:1, IDSound:375
Player:15, Marsami:27, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:376
Player:15, Marsami:10, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:377
Player: 15, Hour: "2025-03-17 23:59:52.227246", Sound:19.836727984491468, IDGame:1, IDSound:84
Player:15, Marsami:16, RoomOrigin:1, RoomDestiny: 3, Status:1, IDGame:1, IDSound:378
Player:15, Marsami:2, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:379
Player:15, Marsami:6, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:380
Player:15, Marsami:1, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:381
Player:15, Marsami:30, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:382
Player: 15, Hour: "2025-03-17 23:59:53.304567", Sound:19.980039765787158, IDGame:1, IDSound:85
Player:15, Marsami:11, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:383
Player:15, Marsami:5, RoomOrigin:9, RoomDestiny: 7, Status:1, IDGame:1, IDSound:384
Player:15, Marsami:11, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:385
Player: 15, Hour: "2025-03-17 23:59:54.368987", Sound:19.991002313947398, IDGame:1, IDSound:86
Player:15, Marsami:6, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:386
Player:15, Marsami:16, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:387
Player:15, Marsami:3, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:388
Player:15, Marsami:4, RoomOrigin:1, RoomDestiny: 3, Status:1, IDGame:1, IDSound:389
Player:15, Marsami:28, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:390
Player: 15, Hour: "2025-03-17 23:59:55.496792", Sound:20.18, IDGame:1, IDSound:87
Player:15, Marsami:18, RoomOrigin:9, RoomDestiny: 7, Status:1, IDGame:1, IDSound:391
Player:15, Marsami:14, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:392
Player: 15, Hour: "2025-03-17 23:59:56.559618", Sound:20.26, IDGame:1, IDSound:88
Player:15, Marsami:9, RoomOrigin:9, RoomDestiny: 7, Status:1, IDGame:1, IDSound:393
Player:15, Marsami:23, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:394
Player:15, Marsami:11, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:395
Player:15, Marsami:25, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:396
Player:15, Marsami:10, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:397
Player:15, Marsami:25, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:398
Player: 15, Hour: "2025-03-17 23:59:57.640840", Sound:20.34, IDGame:1, IDSound:89
Player:15, Marsami:2, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:399
Player:15, Marsami:22, RoomOrigin:10, RoomDestiny: 1, Status:1, IDGame:1, IDSound:400
Player:15, Marsami:21, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:401
Player: 15, Hour: "2025-03-17 23:59:58.744440", Sound:20.4, IDGame:1, IDSound:90
Player:15, Marsami:21, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:402
Player:15, Marsami:15, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:403
Player:15, Marsami:27, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:404
Player: 15, Hour: "2025-03-17 23:59:59.874465", Sound:20.48, IDGame:1, IDSound:91
Player:15, Marsami:2, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:405
Player: 15, Hour: "2025-03-18 00:00:00.941353", Sound:20.56, IDGame:1, IDSound:92
Player:15, Marsami:25, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:406
Player:15, Marsami:14, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:407
Player:15, Marsami:8, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:408
Player:15, Marsami:25, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:409
Player:15, Marsami:9, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:410
Player:15, Marsami:3, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:411
Player: 15, Hour: "2025-03-18 00:00:02.031457", Sound:20.528366826665906, IDGame:1, IDSound:93
Player:15, Marsami:1, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:412
Player:15, Marsami:11, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:413
Player:15, Marsami:9, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:414
Player:15, Marsami:10, RoomOrigin:4, RoomDestiny: 5, Status:1, IDGame:1, IDSound:415
Player: 15, Hour: "2025-03-18 00:00:03.102048", Sound:20.72, IDGame:1, IDSound:94
Player:15, Marsami:20, RoomOrigin:8, RoomDestiny: 10, Status:1, IDGame:1, IDSound:416
Player:15, Marsami:12, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:417
Player:15, Marsami:20, RoomOrigin:10, RoomDestiny: 1, Status:1, IDGame:1, IDSound:418
Player:15, Marsami:20, RoomOrigin:1, RoomDestiny: 2, Status:1, IDGame:1, IDSound:419
Player: 15, Hour: "2025-03-18 00:00:04.175202", Sound:20.8, IDGame:1, IDSound:95
Player:15, Marsami:22, RoomOrigin:1, RoomDestiny: 3, Status:1, IDGame:1, IDSound:420
Player:15, Marsami:26, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:421
Player:15, Marsami:13, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:422
Player:15, Marsami:12, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:423
Player: 15, Hour: "2025-03-18 00:00:05.237546", Sound:20.88, IDGame:1, IDSound:96
Player:15, Marsami:16, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:424
Player:15, Marsami:4, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:425
Player:15, Marsami:17, RoomOrigin:1, RoomDestiny: 2, Status:1, IDGame:1, IDSound:426
Player:15, Marsami:12, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:427
Player: 15, Hour: "2025-03-18 00:00:06.303738", Sound:21.120064231000896, IDGame:1, IDSound:97
Player:15, Marsami:6, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:428
Player:15, Marsami:10, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:429
Player:15, Marsami:15, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:430
Player:15, Marsami:11, RoomOrigin:2, RoomDestiny: 4, Status:1, IDGame:1, IDSound:431
Player: 15, Hour: "2025-03-18 00:00:07.360875", Sound:21.04, IDGame:1, IDSound:98
Player:15, Marsami:17, RoomOrigin:2, RoomDestiny: 5, Status:1, IDGame:1, IDSound:432
Player:15, Marsami:3, RoomOrigin:7, RoomDestiny: 5, Status:1, IDGame:1, IDSound:433
Player:15, Marsami:16, RoomOrigin:5, RoomDestiny: 3, Status:1, IDGame:1, IDSound:434
Player:15, Marsami:21, RoomOrigin:5, RoomDestiny: 7, Status:1, IDGame:1, IDSound:435
Player:15, Marsami:19, RoomOrigin:8, RoomDestiny: 9, Status:1, IDGame:1, IDSound:436
Player: 15, Hour: "2025-03-18 00:00:08.434916", Sound:21.1, IDGame:1, IDSound:99
Player:15, Marsami:26, RoomOrigin:3, RoomDestiny: 2, Status:1, IDGame:1, IDSound:437
